training_sample_size,sampling_seed,candidate_rank,state_id,visited_count,support_fraction,minimum_support_used,minimum_support_fraction_used,logistic_regression_coefficient,positive_logistic_score,random_forest_importance,empirical_target_probability_if_visited,empirical_target_probability_if_not_visited,empirical_probability_difference,support_weight,combined_ranking_score
500,42,15,43,67,0.134,5,0.01,-0.01812099161705122,0.0,0.011604268476076192,0.34328358208955223,0.2748267898383372,0.06845679225121504,0.9305555555555556,0.22261874466758555
500,42,16,93,12,0.024,5,0.01,0.8198845384066797,0.8164588817950925,0.004578169318130896,0.25,0.2848360655737705,-0.0348360655737705,0.7058823529411765,0.220158334876902
500,42,17,36,80,0.16,5,0.01,0.10787977814889346,0.10742903288177269,0.010572477293289353,0.325,0.2761904761904762,0.0488095238095238,0.9411764705882353,0.21301995702895055
500,42,18,30,80,0.16,5,0.01,0.10787977814889346,0.10742903288177269,0.010063922221124651,0.325,0.2761904761904762,0.0488095238095238,0.9411764705882353,0.20886541308188306
500,42,19,77,81,0.162,5,0.01,0.05472986678676762,0.05450119345384476,0.012802366892477782,0.32098765432098764,0.27684964200477324,0.04413801231621439,0.9418604651162791,0.20588546584641962
500,42,20,17,387,0.774,5,0.01,0.0139815970558944,0.01392317889071208,0.01192976195935683,0.29457364341085274,0.24778761061946902,0.046786032791383714,0.9872448979591837,0.20026465222686146
500,123,1,18,34,0.068,5,0.01,0.22308119946572783,0.6161494682364177,0.018523319317293854,0.4117647058823529,0.27467811158798283,0.1370865942943701,0.8717948717948718,0.5256222083012745
500,123,2,97,253,0.506,5,0.01,0.36205695365484136,1.0,0.010118649020453367,0.308300395256917,0.2591093117408907,0.0491910835160263,0.9806201550387597,0.5014081830704671
500,123,3,92,253,0.506,5,0.01,0.36205695365484136,1.0,0.009601304828669714,0.308300395256917,0.2591093117408907,0.0491910835160263,0.9806201550387597,0.49624493603769
500,123,4,13,34,0.068,5,0.01,0.22308119946572783,0.6161494682364177,0.014495440733806842,0.4117647058823529,0.27467811158798283,0.1370865942943701,0.8717948717948718,0.48988396575169046
500,123,5,69,13,0.026,5,0.01,0.2581068087477153,0.7128900747305504,0.013930689286879737,0.46153846153846156,0.2792607802874743,0.18227768125098726,0.7222222222222222,0.47473636716430895
500,123,6,75,13,0.026,5,0.01,0.2581068087477153,0.7128900747305504,0.010610725796652764,0.46153846153846156,0.2792607802874743,0.18227768125098726,0.7222222222222222,0.4503331735133908
500,123,7,100,37,0.074,5,0.01,0.2819024620594943,0.778613583343132,0.02232837665783767,0.16216216216216217,0.2937365010799136,-0.13157433891775144,0.8809523809523809,0.4288349749417195
500,123,8,49,30,0.06,5,0.01,0.2234157626454458,0.6170735305319783,0.014452185161471152,0.36666666666666664,0.27872340425531916,0.08794326241134748,0.8571428571428571,0.4173129409309956
500,123,9,55,30,0.06,5,0.01,0.2234157626454458,0.6170735305319783,0.013739545951294887,0.36666666666666664,0.27872340425531916,0.08794326241134748,0.8571428571428571,0.41109616183437553
500,123,10,61,6,0.012,5,0.01,0.2554929052705365,0.7056704827553312,0.005133997419361733,0.5,0.2813765182186235,0.21862348178137653,0.5454545454545454,0.3386226844294133
500,123,11,85,18,0.036,5,0.01,0.16959900003698117,0.46843182633267266,0.010242109303845346,0.3888888888888889,0.2800829875518672,0.10880590133702167,0.782608695652174,0.33360946677798403
500,123,12,91,18,0.036,5,0.01,0.16959900003698117,0.46843182633267266,0.010122050456492613,0.3888888888888889,0.2800829875518672,0.10880590133702167,0.782608695652174,0.33265319497565293
500,123,13,6,433,0.866,5,0.01,0.10321723394777878,0.285085627843454,0.014299480150593296,0.2909930715935335,0.23880597014925373,0.052187101444279765,0.9885844748858448,0.31647672796079185
500,123,14,67,68,0.136,5,0.01,-0.22305114189845274,0.0,0.032344877225366,0.19117647058823528,0.2986111111111111,-0.10743464052287582,0.9315068493150684,0.30664371717801425
500,123,15,81,52,0.104,5,0.01,-0.15565698576023482,0.0,0.032751879991715256,0.15384615384615385,0.29910714285714285,-0.145260989010989,0.9122807017543859,0.30409356725146197
500,123,16,74,68,0.136,5,0.01,-0.22305114189845274,0.0,0.030287700238257734,0.19117647058823528,0.2986111111111111,-0.10743464052287582,0.9315068493150684,0.2871407710445464
500,123,17,25,88,0.176,5,0.01,0.16427088055023945,0.45371557952963193,0.012315859744214779,0.29545454545454547,0.2815533980582524,0.013901147396293057,0.946236559139785,0.28176895289380666
500,123,18,33,88,0.176,5,0.01,0.16427088055023945,0.45371557952963193,0.012219918001434703,0.29545454545454547,0.2815533980582524,0.013901147396293057,0.946236559139785,0.28084499998291973
500,123,19,88,52,0.104,5,0.01,-0.15565698576023482,0.0,0.030068321581770186,0.15384615384615385,0.29910714285714285,-0.145260989010989,0.9122807017543859,0.27917735328101867
500,123,20,9,433,0.866,5,0.01,0.10321723394777878,0.285085627843454,0.009821190029419965,0.2909930715935335,0.23880597014925373,0.052187101444279765,0.9885844748858448,0.27141907947418614
500,456,1,100,46,0.092,5,0.01,0.7291436214732695,1.0,0.014383922417446793,0.32608695652173914,0.27973568281938327,0.046351273702355866,0.9019607843137255,0.5103513716362195
500,456,2,31,37,0.074,5,0.01,0.2240845253373126,0.3073256334390461,0.015008338142705378,0.40540540540540543,0.27429805615550756,0.13110734924989786,0.8809523809523809,0.46966601018508036
500,456,3,23,37,0.074,5,0.01,0.2240845253373126,0.3073256334390461,0.014178366470157274,0.40540540540540543,0.27429805615550756,0.13110734924989786,0.8809523809523809,0.4632043978833555
500,456,4,25,107,0.214,5,0.01,0.17724651524206325,0.24308861796517975,0.016177024016874236,0.35514018691588783,0.26463104325699743,0.0905091436588904,0.9553571428571429,0.4105693355997362
500,456,5,33,107,0.214,5,0.01,0.17724651524206325,0.24308861796517975,0.01570299086753134,0.35514018691588783,0.26463104325699743,0.0905091436588904,0.9553571428571429,0.4065671275486256
500,456,6,86,276,0.552,5,0.01,0.26931189387524634,0.36935369924938627,0.032763131907552256,0.2717391304347826,0.29910714285714285,-0.027368012422360255,0.9822064056939501,0.4053165640310147
500,456,7,39,107,0.214,5,0.01,0.17724651524206325,0.24308861796517975,0.015150772342354164,0.35514018691588783,0.26463104325699743,0.0905091436588904,0.9553571428571429,0.4019048092476796
500,456,8,73,378,0.756,5,0.01,-0.006290062705036016,0.0,0.03771842521198053,0.28835978835978837,0.27049180327868855,0.017867985081099824,0.9869451697127938,0.3690722529689383
500,456,9,66,378,0.756,5,0.01,-0.006290062705036016,0.0,0.03233655542003504,0.28835978835978837,0.27049180327868855,0.017867985081099824,0.9869451697127938,0.32213135370169577
