training_sample_size,sampling_seed,random_repeat,random_seed,exact_probability_raising_count,mean_exact_probability_difference,mean_exact_candidate_reachability
500,2026.0,43,506568,9,0.019177858353849525,0.25317781332160944
500,2026.0,44,506569,7,0.019015217030261704,0.2689747242837302
500,2026.0,45,506570,10,0.026135809139867176,0.218707473806189
500,2026.0,46,506571,12,0.02849594298803216,0.22158134103568128
500,2026.0,47,506572,7,0.007404380144033644,0.3019422656412527
500,2026.0,48,506573,8,0.016674771386171787,0.3094511157052428
500,2026.0,49,506574,10,0.027634397703480383,0.191238806538161
500,2026.0,50,506575,10,0.02289398654416031,0.3266333643867854
500,2026.0,51,506576,8,0.027922963294701408,0.37612265234703285
500,2026.0,52,506577,9,0.021381838131462542,0.2705065134169402
500,2026.0,53,506578,9,0.021410110474697774,0.3144086252762631
500,2026.0,54,506579,14,0.04359157791994127,0.15499990094959376
500,2026.0,55,506580,10,0.025405738221204253,0.40570177982156946
500,2026.0,56,506581,9,0.011139690464275324,0.22932724474020033
500,2026.0,57,506582,10,0.029098370712591488,0.16369249304827577
500,2026.0,58,506583,10,0.026814331092743338,0.2905800347094417
500,2026.0,59,506584,14,0.034520093043482025,0.12245816419927066
500,2026.0,60,506585,11,0.016984763902202077,0.2363240398330635
500,2026.0,61,506586,11,0.013012891617324404,0.2548661818132808
500,2026.0,62,506587,8,0.00998332824280568,0.2723622003666251
500,2026.0,63,506588,10,0.014753494807525774,0.20881846282241115
500,2026.0,64,506589,9,0.017102491223284586,0.19899232625503108
500,2026.0,65,506590,9,0.014921573739749899,0.27373263594104624
500,2026.0,66,506591,10,0.017178356801673886,0.28329615880030057
500,2026.0,67,506592,11,0.020263715647343992,0.21404647721326064
500,2026.0,68,506593,9,0.024778025301419017,0.2607070739378569
500,2026.0,69,506594,8,0.017050748070357218,0.24057371503453767
500,2026.0,70,506595,8,0.024106708619809215,0.2999825684140026
500,2026.0,71,506596,8,0.03417858553321771,0.3374380617914143
500,2026.0,72,506597,10,0.015734880459721858,0.2722152563745612
500,2026.0,73,506598,13,0.04939925660425706,0.2506879849687963
500,2026.0,74,506599,8,0.01012570162032299,0.37123219179235595
500,2026.0,75,506600,6,0.017630448636882463,0.3816339183718863
500,2026.0,76,506601,9,0.022884291034058216,0.2756048391420238
500,2026.0,77,506602,8,0.01148141878151799,0.15644904697870549
500,2026.0,78,506603,11,0.021277878244791316,0.30470645131512997
500,2026.0,79,506604,11,0.019843532051008646,0.23303685205262753
500,2026.0,80,506605,7,0.011972586149358,0.2547374475252495
500,2026.0,81,506606,9,0.02713184890992793,0.29234277556118216
500,2026.0,82,506607,10,0.03570960098018865,0.2881582164414176
500,2026.0,83,506608,11,0.02774840105988593,0.32608938369447266
500,2026.0,84,506609,9,0.02889596260458503,0.25199793385700436
500,2026.0,85,506610,6,0.0040919183277500605,0.4543490549029222
500,2026.0,86,506611,9,0.018236628837349715,0.37029253055614264
500,2026.0,87,506612,4,-0.002117081759130795,0.35368410408475776
500,2026.0,88,506613,11,0.03194804752011071,0.2572565000848225
500,2026.0,89,506614,11,0.033209777701253024,0.22157592590199005
500,2026.0,90,506615,10,0.02302036941234056,0.2330691560152094
500,2026.0,91,506616,11,0.02524777362144364,0.22358774486880847
500,2026.0,92,506617,11,0.04106481936238937,0.1931719088994101
500,2026.0,93,506618,10,0.025061858472676647,0.2764013256402848
500,2026.0,94,506619,9,0.02834007063818993,0.2683120677632006
500,2026.0,95,506620,9,0.017780222540920616,0.29545115185253706
500,2026.0,96,506621,11,0.03486143100454283,0.22673769337287814
500,2026.0,97,506622,10,0.021707797227331575,0.27195644393370233
500,2026.0,98,506623,9,0.02698924992874896,0.2996392754344741
500,2026.0,99,506624,14,0.03319483148613965,0.1469120304400486
500,2026.0,100,506625,11,0.043091873540308315,0.21573278231751583
1000,42.0,1,1009042,13,0.046614983049683506,0.25052009647414025
1000,42.0,2,1009043,11,0.02369096559727571,0.25433600469617
1000,42.0,3,1009044,11,0.03281976998016896,0.2480813611702699
1000,42.0,4,1009045,10,0.036847058128155044,0.1541664586257338
1000,42.0,5,1009046,13,0.043503838662653185,0.2617931598212319
1000,42.0,6,1009047,8,0.02691719365502051,0.28775848447886243
1000,42.0,7,1009048,11,0.022798048373395344,0.22097036969095168
1000,42.0,8,1009049,11,0.03443434067794649,0.27482434614538676
1000,42.0,9,1009050,11,0.03386771522883225,0.2995635368093044
1000,42.0,10,1009051,8,0.02678287135154689,0.3204517411181052
1000,42.0,11,1009052,9,0.023434289700585382,0.25351792758138825
1000,42.0,12,1009053,11,0.029968478767137714,0.2564020007138009
1000,42.0,13,1009054,8,0.02824990596396022,0.32602470543412826
1000,42.0,14,1009055,12,0.030278575318714057,0.25474853844550016
1000,42.0,15,1009056,8,0.02150462569597774,0.2593195345520599
1000,42.0,16,1009057,11,0.03977584051395543,0.15371767854871632
1000,42.0,17,1009058,10,0.03412324484821304,0.2333594573887535
1000,42.0,18,1009059,10,0.026456701804881154,0.25403860634931186
1000,42.0,19,1009060,11,0.037345645356433005,0.3273898038410273
1000,42.0,20,1009061,9,0.030447999670632175,0.30895979567666754
1000,42.0,21,1009062,8,0.026218870816945662,0.33792304790643063
1000,42.0,22,1009063,9,0.016092086691406715,0.29612117664737486
1000,42.0,23,1009064,11,0.02795951476514605,0.26101789233595196
1000,42.0,24,1009065,13,0.0331391546822014,0.2379918848963179
1000,42.0,25,1009066,14,0.049323343266108835,0.25180575640440905
1000,42.0,26,1009067,12,0.0392905576303841,0.2611088437420964
1000,42.0,27,1009068,11,0.02022415083054812,0.252276936748143
1000,42.0,28,1009069,9,0.03420380021756116,0.2204231856730979
1000,42.0,29,1009070,10,0.030355118808995364,0.33216019727865165
1000,42.0,30,1009071,11,0.03899451411872495,0.19114518726638105
1000,42.0,31,1009072,13,0.04642714386758875,0.20946538492629588
1000,42.0,32,1009073,11,0.03340770338070406,0.21988378664581099
1000,42.0,33,1009074,12,0.03192437252105117,0.2009595429441015
1000,42.0,34,1009075,13,0.03598628340077522,0.30046609177780054
1000,42.0,35,1009076,6,0.017158249136781125,0.3959196059130462
1000,42.0,36,1009077,10,0.033874499349802176,0.20228752433882402
1000,42.0,37,1009078,11,0.024515920777683824,0.2946987558403541
1000,42.0,38,1009079,9,0.0247024991159711,0.18880239634366505
1000,42.0,39,1009080,11,0.023852043727015288,0.27344727949142766
1000,42.0,40,1009081,13,0.04033094792596077,0.1883135227894297
1000,42.0,41,1009082,11,0.022145933054208186,0.23383885460728857
1000,42.0,42,1009083,9,0.020883611165427925,0.22787630410398566
1000,42.0,43,1009084,7,0.020550657959916334,0.20709913379824182
1000,42.0,44,1009085,11,0.026321031984542075,0.2883821614775409
1000,42.0,45,1009086,10,0.027157376158829998,0.2580913604325667
1000,42.0,46,1009087,10,0.029353686095099633,0.19595636237074365
1000,42.0,47,1009088,8,0.021045989160968056,0.3182319021158544
1000,42.0,48,1009089,12,0.03923035948621516,0.15518164121001793
1000,42.0,49,1009090,10,0.021863342422058462,0.17737728732704877
1000,42.0,50,1009091,12,0.0403539260959274,0.20868844560311123
1000,42.0,51,1009092,8,0.020771761117409738,0.3895460118074229
1000,42.0,52,1009093,16,0.05976291432601181,0.09776794134353242
1000,42.0,53,1009094,10,0.029103097038600118,0.26496676016930426
1000,42.0,54,1009095,12,0.04211761231998369,0.17716753030593618
1000,42.0,55,1009096,10,0.02963634043669531,0.25850744193103026
1000,42.0,56,1009097,10,0.02538400079773479,0.2673497543284827
1000,42.0,57,1009098,8,0.021705193515332004,0.1984481648472591
1000,42.0,58,1009099,9,0.02187369298106286,0.19835850604871222
1000,42.0,59,1009100,7,0.009491068920726108,0.3724344209035072
1000,42.0,60,1009101,12,0.02126332817219851,0.20196120261454573
1000,42.0,61,1009102,9,0.023459672813412397,0.2859390887600689
1000,42.0,62,1009103,10,0.03173161362516764,0.26330041716591823
1000,42.0,63,1009104,9,0.0280345951499975,0.2721111931902162
1000,42.0,64,1009105,10,0.03487238503687153,0.25536695502411955
1000,42.0,65,1009106,11,0.04244058904152744,0.28941514244630184
1000,42.0,66,1009107,11,0.027775063951879266,0.27482994561340945
1000,42.0,67,1009108,14,0.04417031932270182,0.2179750727791525
1000,42.0,68,1009109,12,0.02909742502921822,0.27543928387815775
1000,42.0,69,1009110,12,0.022863411811624008,0.23397860845960344
1000,42.0,70,1009111,11,0.032234492537379714,0.2909251904541494
1000,42.0,71,1009112,9,0.01747390795496552,0.2249701697817145
1000,42.0,72,1009113,10,0.03198682017648834,0.1596427583811757
1000,42.0,73,1009114,8,0.027211907362247722,0.28455737988637514
1000,42.0,74,1009115,11,0.03627200619108798,0.160023383785153
1000,42.0,75,1009116,7,0.014887275835395957,0.26597534966407826
1000,42.0,76,1009117,11,0.05208388810871867,0.31502389238205203
1000,42.0,77,1009118,10,0.028971703670018507,0.2984537748849062
1000,42.0,78,1009119,7,0.02323953801932908,0.38217732565868345
1000,42.0,79,1009120,11,0.022357285351420883,0.20235839570190683
1000,42.0,80,1009121,9,0.02383705918651471,0.3217048087858235
1000,42.0,81,1009122,10,0.00930637176016056,0.2923961481860885
1000,42.0,82,1009123,8,0.015352415085858332,0.20415096555058504
1000,42.0,83,1009124,9,0.030818487000590943,0.2543785809101685
1000,42.0,84,1009125,11,0.032667521925037406,0.19826890673178493
1000,42.0,85,1009126,9,0.01949631039493667,0.34257401381016694
1000,42.0,86,1009127,12,0.03215725990599712,0.20980368066093394
1000,42.0,87,1009128,8,0.02367810299081948,0.27995278013331454
1000,42.0,88,1009129,8,0.019102352301107926,0.33769733582813005
1000,42.0,89,1009130,13,0.03903695602840297,0.25247842690766464
1000,42.0,90,1009131,6,0.016290023217474383,0.2620736715688498
1000,42.0,91,1009132,10,0.023913249589584303,0.25762588077094545
1000,42.0,92,1009133,8,0.01525003357607548,0.3523148727992827
1000,42.0,93,1009134,9,0.01923549926056734,0.2591360639211937
1000,42.0,94,1009135,11,0.03399072948829328,0.22473184610729452
1000,42.0,95,1009136,10,0.023610148951733034,0.22358559082725846
1000,42.0,96,1009137,13,0.03236895018394394,0.24802940082151279
1000,42.0,97,1009138,10,0.03288960325255271,0.19271500699101135
1000,42.0,98,1009139,7,0.0192308675627472,0.4027193042706326
1000,42.0,99,1009140,10,0.033953537176319055,0.21659774006444033
1000,42.0,100,1009141,12,0.04103325756981887,0.1995851572568583
1000,123.0,1,1009123,8,0.015352415085858332,0.20415096555058504
1000,123.0,2,1009124,9,0.030818487000590943,0.2543785809101685
1000,123.0,3,1009125,11,0.032667521925037406,0.19826890673178493
1000,123.0,4,1009126,9,0.01949631039493667,0.34257401381016694
1000,123.0,5,1009127,12,0.03215725990599712,0.20980368066093394
1000,123.0,6,1009128,8,0.02367810299081948,0.27995278013331454
1000,123.0,7,1009129,8,0.019102352301107926,0.33769733582813005
1000,123.0,8,1009130,13,0.03903695602840297,0.25247842690766464
1000,123.0,9,1009131,6,0.016290023217474383,0.2620736715688498
1000,123.0,10,1009132,10,0.023913249589584303,0.25762588077094545
1000,123.0,11,1009133,8,0.01525003357607548,0.3523148727992827
1000,123.0,12,1009134,9,0.01923549926056734,0.2591360639211937
1000,123.0,13,1009135,11,0.03399072948829328,0.22473184610729452
1000,123.0,14,1009136,10,0.023610148951733034,0.22358559082725846
1000,123.0,15,1009137,13,0.03236895018394394,0.24802940082151279
1000,123.0,16,1009138,10,0.03288960325255271,0.19271500699101135
1000,123.0,17,1009139,7,0.0192308675627472,0.4027193042706326
1000,123.0,18,1009140,10,0.033953537176319055,0.21659774006444033
1000,123.0,19,1009141,12,0.04103325756981887,0.1995851572568583
1000,123.0,20,1009142,11,0.050845714878727355,0.1608803106719499
1000,123.0,21,1009143,10,0.04095593994142318,0.2544298110028943
1000,123.0,22,1009144,10,0.033409107261786974,0.1903941735559857
1000,123.0,23,1009145,12,0.024632893707953067,0.3020850966873109
1000,123.0,24,1009146,10,0.04181159893732801,0.14817924510541117
1000,123.0,25,1009147,9,0.02534477402902351,0.19779750529756393
1000,123.0,26,1009148,11,0.032124283068085534,0.2882595638771909
1000,123.0,27,1009149,14,0.037361297408090285,0.15053291983159284
1000,123.0,28,1009150,10,0.01599390481448571,0.22741902176812906
1000,123.0,29,1009151,14,0.039096639552840665,0.22360570083824624
1000,123.0,30,1009152,10,0.02280435997105055,0.2223186044530947
1000,123.0,31,1009153,11,0.01942322668251471,0.15187314587138975
1000,123.0,32,1009154,12,0.03823467863084621,0.17629378852991237
1000,123.0,33,1009155,9,0.03439231916787254,0.19241783948292654
1000,123.0,34,1009156,9,0.028139144727389143,0.296463640535236
1000,123.0,35,1009157,12,0.030308116193109358,0.22189050809203198
1000,123.0,36,1009158,13,0.030540560483650486,0.18557362642260275
1000,123.0,37,1009159,12,0.030476344057880474,0.16538387086429918
1000,123.0,38,1009160,9,0.005288927971741375,0.22105572407183632
1000,123.0,39,1009161,10,0.02874398356879488,0.24634818268500153
1000,123.0,40,1009162,11,0.02259813944315614,0.17647507009107694
1000,123.0,41,1009163,12,0.03536772123075053,0.16070208821328125
1000,123.0,42,1009164,10,0.0377090593577832,0.3125635690141042
1000,123.0,43,1009165,9,0.02437836736782733,0.3627167450601443
1000,123.0,44,1009166,15,0.05227628009981378,0.17531210768067237
1000,123.0,45,1009167,12,0.037328469722877775,0.23009944789754105
1000,123.0,46,1009168,13,0.03393241935759516,0.2657686981948719
1000,123.0,47,1009169,12,0.02285875190625078,0.187342101886588
1000,123.0,48,1009170,12,0.01776475679373173,0.22765286324454698
1000,123.0,49,1009171,8,0.021231867186213782,0.4010159675857178
1000,123.0,50,1009172,10,0.027043848165750384,0.30517086235964885
1000,123.0,51,1009173,11,0.03568470121580419,0.2604783455672717
1000,123.0,52,1009174,9,0.02382125900153627,0.3119338853799015
1000,123.0,53,1009175,11,0.03486208877040038,0.15107714405878497
1000,123.0,54,1009176,9,0.028937473926234143,0.30425437900120134
1000,123.0,55,1009177,8,0.0020328499152621046,0.29850825287413885
1000,123.0,56,1009178,12,0.035967951674728146,0.18473082987568795
1000,123.0,57,1009179,11,0.028423130160191802,0.1961578801477371
1000,123.0,58,1009180,11,0.03742046615235366,0.3026762550920327
1000,123.0,59,1009181,11,0.018200518845329326,0.25663983849531313
1000,123.0,60,1009182,12,0.03552728591460545,0.22718150832889114
1000,123.0,61,1009183,12,0.045541207752162964,0.21251013949422712
1000,123.0,62,1009184,15,0.06270027357041322,0.13875167667960356
1000,123.0,63,1009185,11,0.018472016377435403,0.25413865905451904
1000,123.0,64,1009186,4,0.009000972347626035,0.38646762044679794
1000,123.0,65,1009187,9,0.02050672931033768,0.3226077529442577
1000,123.0,66,1009188,12,0.03344652098095431,0.106935957858426
1000,123.0,67,1009189,10,0.038598583409995633,0.18265973591557705
1000,123.0,68,1009190,9,0.010754821239838928,0.3164178700238902
1000,123.0,69,1009191,8,0.007834987424732976,0.3093106484117709
1000,123.0,70,1009192,8,0.02087372670878599,0.3335135654121878
1000,123.0,71,1009193,11,0.02319062734738323,0.29467785205005936
1000,123.0,72,1009194,11,0.03542223198573489,0.2702522963928778
1000,123.0,73,1009195,10,0.0237069414218547,0.26224929508197486
1000,123.0,74,1009196,12,0.05485603808856785,0.26224259890684903
1000,123.0,75,1009197,11,0.03143328397872991,0.2953138105180203
1000,123.0,76,1009198,7,0.031263113491447385,0.2928237701799291
1000,123.0,77,1009199,9,0.024107166649875212,0.13006411762051168
1000,123.0,78,1009200,9,0.012977325626066707,0.3922866327289348
1000,123.0,79,1009201,9,0.023593869440165786,0.2891347731684103
1000,123.0,80,1009202,10,0.02409815706962018,0.25153438920742477
1000,123.0,81,1009203,10,0.03294656479875628,0.24464321141404283
1000,123.0,82,1009204,13,0.03460700079486043,0.15359611700168826
1000,123.0,83,1009205,7,0.01011449327230265,0.28006856286497295
1000,123.0,84,1009206,10,0.021578384618077352,0.2727634082190798
1000,123.0,85,1009207,11,0.0285515576514773,0.17044878723608242
1000,123.0,86,1009208,14,0.039835966522972305,0.1443258142372153
1000,123.0,87,1009209,10,0.02343193395304238,0.2288761525933874
1000,123.0,88,1009210,14,0.039000382861152844,0.12225264715594648
1000,123.0,89,1009211,12,0.031210767472626876,0.1887569440629862
1000,123.0,90,1009212,9,0.023629037354434855,0.17358896632899998
1000,123.0,91,1009213,14,0.04236651368804047,0.21665053328120937
1000,123.0,92,1009214,11,0.03382488574444358,0.17387296301313743
1000,123.0,93,1009215,10,0.022916077256356318,0.1991969900440634
1000,123.0,94,1009216,12,0.025793325432583652,0.19340809715145124
1000,123.0,95,1009217,9,0.03424187115268109,0.27683526417160426
1000,123.0,96,1009218,14,0.04316603336259317,0.23970010389357718
1000,123.0,97,1009219,7,0.004504469155444078,0.4970575208781575
1000,123.0,98,1009220,11,0.026810103292326515,0.1463111357403056
1000,123.0,99,1009221,11,0.02181447044897903,0.2559927893138517
1000,123.0,100,1009222,8,0.01780465051517261,0.2847696470304119
1000,456.0,1,1009456,7,0.021468403541671205,0.2706423963625889
1000,456.0,2,1009457,12,0.03522871996753572,0.2053143176550034
1000,456.0,3,1009458,10,0.022137386702343366,0.3001710867278748
1000,456.0,4,1009459,8,0.028365026488595447,0.34081936281919745
1000,456.0,5,1009460,9,0.024119567294267275,0.3284123892839271
1000,456.0,6,1009461,12,0.028143976371224105,0.24887039348080023
1000,456.0,7,1009462,10,0.03442441890090374,0.18082914474105327
1000,456.0,8,1009463,12,0.03343525719417234,0.21923215038790084
1000,456.0,9,1009464,10,0.021451987981629374,0.2708218392094746
1000,456.0,10,1009465,13,0.03886390039198512,0.13468934121871964
1000,456.0,11,1009466,9,0.03498119266463714,0.2932078634362069
1000,456.0,12,1009467,10,0.027214119889090123,0.247526847663865
1000,456.0,13,1009468,9,0.01854859769420722,0.3031879363061577
1000,456.0,14,1009469,5,0.01548850422766819,0.27682951124592226
1000,456.0,15,1009470,7,0.0014194414121166108,0.2913036924549234
1000,456.0,16,1009471,8,0.01399034072434303,0.3376042236282711
1000,456.0,17,1009472,11,0.033079286224029746,0.2870185386014976
1000,456.0,18,1009473,9,0.018549094045888427,0.27291005532592666
1000,456.0,19,1009474,8,0.023315882733921,0.27729518695709926
1000,456.0,20,1009475,7,0.00960824707995787,0.2926941516317688
1000,456.0,21,1009476,12,0.051464095899298276,0.17111890576919958
1000,456.0,22,1009477,7,0.0244664628691662,0.32775030207383715
1000,456.0,23,1009478,12,0.025919395550567582,0.23023632322801726
1000,456.0,24,1009479,9,0.019475541212118284,0.37093996698497056
1000,456.0,25,1009480,10,0.031214659711813565,0.2643693369162053
1000,456.0,26,1009481,13,0.034007193644583975,0.18248437398885003
1000,456.0,27,1009482,9,0.035786553806184805,0.2555546734887162
1000,456.0,28,1009483,11,0.022099325707283145,0.33498576879308506
1000,456.0,29,1009484,7,0.0142743898484417,0.3887021317333497
1000,456.0,30,1009485,11,0.017318302267989978,0.2509522286591742
1000,456.0,31,1009486,12,0.03358277833894238,0.22699864515277204
1000,456.0,32,1009487,7,0.008101883040575079,0.23442336553251955
1000,456.0,33,1009488,12,0.026619961892708748,0.2652733611775905
1000,456.0,34,1009489,10,0.02212384839495494,0.1814949708434462
1000,456.0,35,1009490,6,0.001473630391806425,0.2979616480677959
1000,456.0,36,1009491,12,0.02952253095638845,0.19238799732829187
1000,456.0,37,1009492,8,0.025023928725216492,0.4249178792025809
1000,456.0,38,1009493,12,0.035863163410743165,0.20261643381643152
1000,456.0,39,1009494,5,0.012083933589254022,0.3473420632892997
1000,456.0,40,1009495,10,0.019399130930118653,0.20039926884571813
1000,456.0,41,1009496,13,0.04567549078188397,0.17386047517755773
1000,456.0,42,1009497,13,0.02656237074799017,0.12485421708506743
1000,456.0,43,1009498,8,0.024616053839037415,0.2989791835232213
1000,456.0,44,1009499,9,0.021942668208930437,0.2513928970258019
1000,456.0,45,1009500,11,0.013099152288500625,0.270389124307603
1000,456.0,46,1009501,8,0.01239732703568541,0.34815640286146227
1000,456.0,47,1009502,10,0.017388038363142105,0.3145678513749041
1000,456.0,48,1009503,8,0.025910716712924626,0.27070085239155994
1000,456.0,49,1009504,10,0.017193757264920517,0.25970532632822607
1000,456.0,50,1009505,10,0.022454457050475378,0.23115954097524855
1000,456.0,51,1009506,9,0.029106153662160163,0.3021238251404574
1000,456.0,52,1009507,9,0.022748351295092388,0.26476996801038066
1000,456.0,53,1009508,9,0.02371292136544389,0.3322820395588479
1000,456.0,54,1009509,10,0.023296331682280853,0.26311119644792746
1000,456.0,55,1009510,8,0.0125895609096062,0.3220941063922437
1000,456.0,56,1009511,8,0.01120998423650184,0.23040216427815205
1000,456.0,57,1009512,11,0.02471812658275021,0.23038767063487525
1000,456.0,58,1009513,9,0.016006426748142132,0.2844516902517954
1000,456.0,59,1009514,8,0.01228596513961833,0.3529726036641943
1000,456.0,60,1009515,10,0.03581487630210119,0.24789579322645655
1000,456.0,61,1009516,9,0.034343776168817945,0.2524200331502047
1000,456.0,62,1009517,13,0.05823413196781434,0.14240502613807732
1000,456.0,63,1009518,5,0.010035881077419494,0.38793660369010075
1000,456.0,64,1009519,12,0.0248620845471692,0.2254708570801241
1000,456.0,65,1009520,10,0.018754958422748668,0.29734916260389405
1000,456.0,66,1009521,12,0.03470687130370049,0.1732115323616464
1000,456.0,67,1009522,11,0.02665464937347009,0.28452490207816566
1000,456.0,68,1009523,10,0.02749669686444814,0.2707179337585307
1000,456.0,69,1009524,15,0.04814451481605691,0.10362527138896875
1000,456.0,70,1009525,10,0.018312229671953856,0.23422439718238325
1000,456.0,71,1009526,12,0.03440875738540532,0.15964396084369648
1000,456.0,72,1009527,6,0.00045235577559641987,0.2793513944609641
1000,456.0,73,1009528,9,0.020066464877909296,0.2332346711515511
1000,456.0,74,1009529,8,0.01846077140531937,0.2618144945853721
1000,456.0,75,1009530,9,0.02461746039451332,0.28505391082224507
1000,456.0,76,1009531,11,0.028358678179266867,0.2641651287194296
1000,456.0,77,1009532,15,0.04263657541780646,0.16533474565735667
1000,456.0,78,1009533,10,0.014012057204291833,0.3030394786676954
1000,456.0,79,1009534,12,0.04006523257229243,0.2881720584705977
1000,456.0,80,1009535,11,0.028524664415907737,0.25424468248198334
1000,456.0,81,1009536,11,0.017438482592151396,0.26843647643476354
1000,456.0,82,1009537,9,0.02201773845169016,0.28857909358758077
1000,456.0,83,1009538,10,0.025247056563550186,0.24170262910023385
1000,456.0,84,1009539,8,0.025897873496276713,0.19697070980094716
1000,456.0,85,1009540,10,0.025238669209674512,0.23086672097865893
1000,456.0,86,1009541,15,0.0408016511768602,0.19049039471818274
1000,456.0,87,1009542,9,0.03210439950903067,0.25449786027921373
1000,456.0,88,1009543,14,0.043969670647427087,0.20634393215635055
1000,456.0,89,1009544,10,0.02416250065973864,0.3240163589042998
1000,456.0,90,1009545,8,0.028769856449438868,0.2861145189942658
1000,456.0,91,1009546,8,0.01610158872255389,0.2626441535315846
1000,456.0,92,1009547,7,0.019962759736926274,0.2853766824825222
1000,456.0,93,1009548,13,0.047381750210866005,0.21504198069813008
1000,456.0,94,1009549,11,0.024282420642465788,0.23868492233155444
1000,456.0,95,1009550,12,0.038744019963812514,0.21819022047810405
1000,456.0,96,1009551,9,0.010488171926960289,0.34803880992137676
1000,456.0,97,1009552,10,0.024519089669550482,0.3657447224217343
1000,456.0,98,1009553,9,0.02722262993484375,0.2913064541047277
1000,456.0,99,1009554,10,0.031223212345038737,0.1855977901310863
1000,456.0,100,1009555,10,0.023371033448570583,0.25193424085567334
1000,789.0,1,1009789,11,0.023619864600528673,0.25654822375419
1000,789.0,2,1009790,11,0.039618529265036104,0.26541449458119987
1000,789.0,3,1009791,10,0.011845474195677323,0.2728037249922638
1000,789.0,4,1009792,8,0.031610173784359236,0.33952508281103394
1000,789.0,5,1009793,13,0.03822863405090016,0.23804327710791204
1000,789.0,6,1009794,10,0.017021018697240264,0.2576434918285194
1000,789.0,7,1009795,10,0.024944885928463573,0.2197969139089905
1000,789.0,8,1009796,12,0.037547873657946595,0.2422975448366182
1000,789.0,9,1009797,9,0.031111949941795874,0.25077444792167974
1000,789.0,10,1009798,13,0.04047091869685596,0.14355243438883497
1000,789.0,11,1009799,9,0.01665260739543545,0.27362741530726853
1000,789.0,12,1009800,10,0.031587943705664465,0.287531325706663
1000,789.0,13,1009801,9,0.011454996067531394,0.2639358729684229
1000,789.0,14,1009802,6,-0.0021382673395785846,0.37987234075493825
1000,789.0,15,1009803,12,0.04251976891907926,0.2474175440383016
1000,789.0,16,1009804,7,0.012826602516803948,0.37160018293740515
1000,789.0,17,1009805,13,0.025805671940701734,0.2621682552144514
1000,789.0,18,1009806,11,0.038895046266427334,0.18243676537936615
1000,789.0,19,1009807,10,0.02941633602844796,0.31759346483861123
1000,789.0,20,1009808,7,0.01849450845863663,0.23464319136532225
1000,789.0,21,1009809,12,0.02551484002902607,0.2191481984263462
1000,789.0,22,1009810,11,0.03359797832153527,0.23076921917527793
1000,789.0,23,1009811,8,0.014805645601557815,0.38193843810872835
1000,789.0,24,1009812,11,0.015043698871191002,0.3014297661490257
1000,789.0,25,1009813,11,0.03293297212349626,0.2603491134768523
1000,789.0,26,1009814,9,0.021439005235519212,0.2753876358860943
1000,789.0,27,1009815,12,0.046121820836750684,0.24817552547181862
1000,789.0,28,1009816,10,0.02374027145249205,0.12574885816326248
1000,789.0,29,1009817,11,0.024164997779038345,0.2994736797091587
1000,789.0,30,1009818,7,0.014545317328839274,0.3118899327744376
1000,789.0,31,1009819,9,0.024472235933803637,0.3095614625009475
1000,789.0,32,1009820,7,0.018448570092973432,0.3367925010871792
1000,789.0,33,1009821,6,0.01957660654078771,0.30890214407176453
1000,789.0,34,1009822,12,0.020949567602387937,0.34032123806916925
1000,789.0,35,1009823,8,0.013127624385226641,0.33272338522552336
1000,789.0,36,1009824,13,0.03467792235947387,0.2643187426943647
1000,789.0,37,1009825,10,0.01926341247909317,0.21701157655549436
1000,789.0,38,1009826,10,0.032830596334985376,0.29935810188468615
1000,789.0,39,1009827,11,0.029407009410770023,0.15827303791244468
1000,789.0,40,1009828,9,0.028287457488519862,0.2511031603065482
1000,789.0,41,1009829,7,0.019776331922951623,0.3751649144308667
1000,789.0,42,1009830,12,0.03181293105140391,0.181468783129132
1000,789.0,43,1009831,12,0.03828239512664744,0.16888108785260136
1000,789.0,44,1009832,10,0.030573079476560593,0.28686655278827
1000,789.0,45,1009833,8,0.008321583695765173,0.30842076936914903
1000,789.0,46,1009834,11,0.03781502041874576,0.19105785432664163
1000,789.0,47,1009835,12,0.037729465611489016,0.2991920666228346
1000,789.0,48,1009836,14,0.054065368286221535,0.09286784800218643
1000,789.0,49,1009837,7,0.02736543369951594,0.25247115871011216
1000,789.0,50,1009838,7,0.017468476912756707,0.27576861722843626
1000,789.0,51,1009839,7,0.00884579189674341,0.3311709468211365
1000,789.0,52,1009840,9,0.02002017161884203,0.18793364643350402
1000,789.0,53,1009841,9,0.021626411211865405,0.335717678317898
1000,789.0,54,1009842,9,0.018482418021865073,0.29848779339210446
1000,789.0,55,1009843,8,0.020162963027037097,0.3016758756999946
1000,789.0,56,1009844,14,0.03870729611562795,0.18332792652260094
1000,789.0,57,1009845,10,0.019203660444047616,0.2329665951823273
1000,789.0,58,1009846,7,0.008720202678109234,0.25325831241463204
1000,789.0,59,1009847,8,0.020582674083625838,0.1994002586437337
1000,789.0,60,1009848,9,0.009960516958868506,0.3517309230450715
1000,789.0,61,1009849,9,0.025334507977786642,0.33226403704944674
1000,789.0,62,1009850,11,0.0332490283599174,0.28614925817854386
1000,789.0,63,1009851,9,0.025461933236167973,0.2951122571458373
1000,789.0,64,1009852,10,0.016875000196645524,0.27018370094810606
1000,789.0,65,1009853,9,0.03025553538699729,0.2564975386767907
1000,789.0,66,1009854,9,0.01577610725988084,0.252852199954604
